,date,date,State,State,covid symptoms,do i have covid
3060,2020-05-21,2020-05-21,MD,MD,35,0
3061,2020-05-22,2020-05-22,MD,MD,37,29
3062,2020-05-23,2020-05-23,MD,MD,36,35
3063,2020-05-24,2020-05-24,MD,MD,33,0
3064,2020-05-25,2020-05-25,MD,MD,42,0
3065,2020-05-26,2020-05-26,MD,MD,33,30
3066,2020-05-27,2020-05-27,MD,MD,38,29
3067,2020-05-28,2020-05-28,MD,MD,36,0
3068,2020-05-29,2020-05-29,MD,MD,27,0
3069,2020-05-30,2020-05-30,MD,MD,20,35
3070,2020-05-31,2020-05-31,MD,MD,30,0
3071,2020-06-01,2020-06-01,MD,MD,36,30
3072,2020-06-02,2020-06-02,MD,MD,47,29
3073,2020-06-03,2020-06-03,MD,MD,31,0
3074,2020-06-04,2020-06-04,MD,MD,22,0
3075,2020-06-05,2020-06-05,MD,MD,27,28
3076,2020-06-06,2020-06-06,MD,MD,28,34
3077,2020-06-07,2020-06-07,MD,MD,31,0
3078,2020-06-08,2020-06-08,MD,MD,16,0
3079,2020-06-09,2020-06-09,MD,MD,21,28
3080,2020-06-10,2020-06-10,MD,MD,34,29
3081,2020-06-11,2020-06-11,MD,MD,21,29
3082,2020-06-12,2020-06-12,MD,MD,28,31
3083,2020-06-13,2020-06-13,MD,MD,28,0
3084,2020-06-14,2020-06-14,MD,MD,20,0
3085,2020-06-15,2020-06-15,MD,MD,38,60
3086,2020-06-16,2020-06-16,MD,MD,17,30
3087,2020-06-17,2020-06-17,MD,MD,30,31
3088,2020-06-18,2020-06-18,MD,MD,22,0
3089,2020-06-19,2020-06-19,MD,MD,23,0
3090,2020-06-20,2020-06-20,MD,MD,29,0
3091,2020-06-21,2020-06-21,MD,MD,36,0
3092,2020-06-22,2020-06-22,MD,MD,38,0
3093,2020-06-23,2020-06-23,MD,MD,36,0
3094,2020-06-24,2020-06-24,MD,MD,30,63
3095,2020-06-25,2020-06-25,MD,MD,37,31
3096,2020-06-26,2020-06-26,MD,MD,48,0
3097,2020-06-27,2020-06-27,MD,MD,48,0
3098,2020-06-28,2020-06-28,MD,MD,42,35
3099,2020-06-29,2020-06-29,MD,MD,65,32
3100,2020-06-30,2020-06-30,MD,MD,63,48
3101,2020-07-01,2020-07-01,MD,MD,54,0
3102,2020-07-02,2020-07-02,MD,MD,62,33
3103,2020-07-03,2020-07-03,MD,MD,68,0
3104,2020-07-04,2020-07-04,MD,MD,50,38
3105,2020-07-05,2020-07-05,MD,MD,70,0
3106,2020-07-06,2020-07-06,MD,MD,85,0
3107,2020-07-07,2020-07-07,MD,MD,74,31
3108,2020-07-08,2020-07-08,MD,MD,80,32
3109,2020-07-09,2020-07-09,MD,MD,73,32
3110,2020-07-10,2020-07-10,MD,MD,69,0
3111,2020-07-11,2020-07-11,MD,MD,70,0
3112,2020-07-12,2020-07-12,MD,MD,64,37
3113,2020-07-13,2020-07-13,MD,MD,84,32
3114,2020-07-14,2020-07-14,MD,MD,89,65
3115,2020-07-15,2020-07-15,MD,MD,81,32
3116,2020-07-16,2020-07-16,MD,MD,75,0
3117,2020-07-17,2020-07-17,MD,MD,61,33
3118,2020-07-18,2020-07-18,MD,MD,38,56
3119,2020-07-19,2020-07-19,MD,MD,52,55
3120,2020-07-20,2020-07-20,MD,MD,61,63
3121,2020-07-21,2020-07-21,MD,MD,52,0
3122,2020-07-22,2020-07-22,MD,MD,55,32
3123,2020-07-23,2020-07-23,MD,MD,60,0
3124,2020-07-24,2020-07-24,MD,MD,55,33
3125,2020-07-25,2020-07-25,MD,MD,44,38
3126,2020-07-26,2020-07-26,MD,MD,78,38
3127,2020-07-27,2020-07-27,MD,MD,49,66
3128,2020-07-28,2020-07-28,MD,MD,73,33
3129,2020-07-29,2020-07-29,MD,MD,66,0
3130,2020-07-30,2020-07-30,MD,MD,69,67
3131,2020-07-31,2020-07-31,MD,MD,76,0
3132,2020-08-01,2020-08-01,MD,MD,56,38
3133,2020-08-02,2020-08-02,MD,MD,64,38
3134,2020-08-03,2020-08-03,MD,MD,57,0
3135,2020-08-04,2020-08-04,MD,MD,66,64
3136,2020-08-05,2020-08-05,MD,MD,73,34
3137,2020-08-06,2020-08-06,MD,MD,49,33
3138,2020-08-07,2020-08-07,MD,MD,64,34
3139,2020-08-08,2020-08-08,MD,MD,67,39
3140,2020-08-09,2020-08-09,MD,MD,63,38
3141,2020-08-10,2020-08-10,MD,MD,62,34
3142,2020-08-11,2020-08-11,MD,MD,46,0
3143,2020-08-12,2020-08-12,MD,MD,33,33
3144,2020-08-13,2020-08-13,MD,MD,51,0
3145,2020-08-14,2020-08-14,MD,MD,35,35
3146,2020-08-15,2020-08-15,MD,MD,43,0
3147,2020-08-16,2020-08-16,MD,MD,54,0
3148,2020-08-17,2020-08-17,MD,MD,43,34
3149,2020-08-18,2020-08-18,MD,MD,49,34
3150,2020-08-19,2020-08-19,MD,MD,43,34
3151,2020-08-20,2020-08-20,MD,MD,26,35
3152,2020-08-21,2020-08-21,MD,MD,44,35
3153,2020-08-22,2020-08-22,MD,MD,41,39
3154,2020-08-23,2020-08-23,MD,MD,41,78
3155,2020-08-24,2020-08-24,MD,MD,39,50
3156,2020-08-25,2020-08-25,MD,MD,40,0
3157,2020-08-26,2020-08-26,MD,MD,48,33
3158,2020-08-27,2020-08-27,MD,MD,26,0
3159,2020-08-28,2020-08-28,MD,MD,48,34
3160,2020-08-29,2020-08-29,MD,MD,39,71
3161,2020-08-30,2020-08-30,MD,MD,38,0
3162,2020-08-31,2020-08-31,MD,MD,48,30
3163,2020-09-01,2020-09-01,MD,MD,34,31
3164,2020-09-02,2020-09-02,MD,MD,42,0
3165,2020-09-03,2020-09-03,MD,MD,45,0
3166,2020-09-04,2020-09-04,MD,MD,22,49
3167,2020-09-05,2020-09-05,MD,MD,33,0
3168,2020-09-06,2020-09-06,MD,MD,52,0
3169,2020-09-07,2020-09-07,MD,MD,21,0
3170,2020-09-08,2020-09-08,MD,MD,55,61
3171,2020-09-09,2020-09-09,MD,MD,33,30
3172,2020-09-10,2020-09-10,MD,MD,29,29
3173,2020-09-11,2020-09-11,MD,MD,38,0
3174,2020-09-12,2020-09-12,MD,MD,42,0
3175,2020-09-13,2020-09-13,MD,MD,37,0
3176,2020-09-14,2020-09-14,MD,MD,60,0
3177,2020-09-15,2020-09-15,MD,MD,49,30
3178,2020-09-16,2020-09-16,MD,MD,33,62
3179,2020-09-17,2020-09-17,MD,MD,35,0
3180,2020-09-18,2020-09-18,MD,MD,34,31
3181,2020-09-19,2020-09-19,MD,MD,31,39
3182,2020-09-20,2020-09-20,MD,MD,27,0
3183,2020-09-21,2020-09-21,MD,MD,47,30
3184,2020-09-22,2020-09-22,MD,MD,59,30
3185,2020-09-23,2020-09-23,MD,MD,30,31
3186,2020-09-24,2020-09-24,MD,MD,41,30
3187,2020-09-25,2020-09-25,MD,MD,30,33
3188,2020-09-26,2020-09-26,MD,MD,38,0
3189,2020-09-27,2020-09-27,MD,MD,36,38
3190,2020-09-28,2020-09-28,MD,MD,29,0
3191,2020-09-29,2020-09-29,MD,MD,38,0
3192,2020-09-30,2020-09-30,MD,MD,28,0
3193,2020-10-01,2020-10-01,MD,MD,38,32
3194,2020-10-02,2020-10-02,MD,MD,62,100
3195,2020-10-03,2020-10-03,MD,MD,54,41
3196,2020-10-04,2020-10-04,MD,MD,53,39
3197,2020-10-05,2020-10-05,MD,MD,60,32
3198,2020-10-06,2020-10-06,MD,MD,55,0
3199,2020-10-07,2020-10-07,MD,MD,42,66
3200,2020-03-22,2020-03-22,MA,MA,81,67
3201,2020-03-23,2020-03-23,MA,MA,100,0
3202,2020-03-24,2020-03-24,MA,MA,63,0
3203,2020-03-25,2020-03-25,MA,MA,81,29
3204,2020-03-26,2020-03-26,MA,MA,65,60
3205,2020-03-27,2020-03-27,MA,MA,79,85
3206,2020-03-28,2020-03-28,MA,MA,76,66
3207,2020-03-29,2020-03-29,MA,MA,66,62
3208,2020-03-30,2020-03-30,MA,MA,62,55
3209,2020-03-31,2020-03-31,MA,MA,75,28
3210,2020-04-01,2020-04-01,MA,MA,75,28
3211,2020-04-02,2020-04-02,MA,MA,84,27
3212,2020-04-03,2020-04-03,MA,MA,73,55
3213,2020-04-04,2020-04-04,MA,MA,70,32
3214,2020-04-05,2020-04-05,MA,MA,70,32
3215,2020-04-06,2020-04-06,MA,MA,75,56
3216,2020-04-07,2020-04-07,MA,MA,73,29
3217,2020-04-08,2020-04-08,MA,MA,66,55
3218,2020-04-09,2020-04-09,MA,MA,45,80
3219,2020-04-10,2020-04-10,MA,MA,55,42
3220,2020-04-11,2020-04-11,MA,MA,48,0
3221,2020-04-12,2020-04-12,MA,MA,35,50
3222,2020-04-13,2020-04-13,MA,MA,45,27
3223,2020-04-14,2020-04-14,MA,MA,49,56
3224,2020-04-15,2020-04-15,MA,MA,39,40
3225,2020-04-16,2020-04-16,MA,MA,36,27
3226,2020-04-17,2020-04-17,MA,MA,49,55
3227,2020-04-18,2020-04-18,MA,MA,44,61
3228,2020-04-19,2020-04-19,MA,MA,39,0
3229,2020-04-20,2020-04-20,MA,MA,36,55
3230,2020-04-21,2020-04-21,MA,MA,35,0
3231,2020-04-22,2020-04-22,MA,MA,39,27
3232,2020-04-23,2020-04-23,MA,MA,35,0
3233,2020-04-24,2020-04-24,MA,MA,35,40
3234,2020-04-25,2020-04-25,MA,MA,39,65
3235,2020-04-26,2020-04-26,MA,MA,42,30
3236,2020-04-27,2020-04-27,MA,MA,40,39
3237,2020-04-28,2020-04-28,MA,MA,44,27
3238,2020-04-29,2020-04-29,MA,MA,44,83
3239,2020-04-30,2020-04-30,MA,MA,38,52
3240,2020-05-01,2020-05-01,MA,MA,32,0
3241,2020-05-02,2020-05-02,MA,MA,30,33
3242,2020-05-03,2020-05-03,MA,MA,37,51
3243,2020-05-04,2020-05-04,MA,MA,29,27
3244,2020-05-05,2020-05-05,MA,MA,32,26
3245,2020-05-06,2020-05-06,MA,MA,24,0
3246,2020-05-07,2020-05-07,MA,MA,30,0
3247,2020-05-08,2020-05-08,MA,MA,25,41
3248,2020-05-09,2020-05-09,MA,MA,27,30
3249,2020-05-10,2020-05-10,MA,MA,35,48
3250,2020-05-11,2020-05-11,MA,MA,47,54
3251,2020-05-12,2020-05-12,MA,MA,31,0
3252,2020-05-13,2020-05-13,MA,MA,35,42
3253,2020-05-14,2020-05-14,MA,MA,32,29
3254,2020-05-15,2020-05-15,MA,MA,33,0
3255,2020-05-16,2020-05-16,MA,MA,35,100
3256,2020-05-17,2020-05-17,MA,MA,27,66
3257,2020-05-18,2020-05-18,MA,MA,26,53
3258,2020-05-19,2020-05-19,MA,MA,34,0
3259,2020-05-20,2020-05-20,MA,MA,22,28
3260,2020-05-21,2020-05-21,MA,MA,25,0
3261,2020-05-22,2020-05-22,MA,MA,22,31
3262,2020-05-23,2020-05-23,MA,MA,22,0
3263,2020-05-24,2020-05-24,MA,MA,31,35
3264,2020-05-25,2020-05-25,MA,MA,35,0
3265,2020-05-26,2020-05-26,MA,MA,36,28
3266,2020-05-27,2020-05-27,MA,MA,25,28
3267,2020-05-28,2020-05-28,MA,MA,26,0
3268,2020-05-29,2020-05-29,MA,MA,29,28
3269,2020-05-30,2020-05-30,MA,MA,26,0
3270,2020-05-31,2020-05-31,MA,MA,28,34
3271,2020-06-01,2020-06-01,MA,MA,32,0
3272,2020-06-02,2020-06-02,MA,MA,25,0
3273,2020-06-03,2020-06-03,MA,MA,21,27
3274,2020-06-04,2020-06-04,MA,MA,21,0
3275,2020-06-05,2020-06-05,MA,MA,12,28
3276,2020-06-06,2020-06-06,MA,MA,31,32
3277,2020-06-07,2020-06-07,MA,MA,25,0
3278,2020-06-08,2020-06-08,MA,MA,26,27
3279,2020-06-09,2020-06-09,MA,MA,27,0
3280,2020-06-10,2020-06-10,MA,MA,17,42
3281,2020-06-11,2020-06-11,MA,MA,31,27
3282,2020-06-12,2020-06-12,MA,MA,18,59
3283,2020-06-13,2020-06-13,MA,MA,14,35
3284,2020-06-14,2020-06-14,MA,MA,21,0
3285,2020-06-15,2020-06-15,MA,MA,28,29
3286,2020-06-16,2020-06-16,MA,MA,35,28
3287,2020-06-17,2020-06-17,MA,MA,25,0
3288,2020-06-18,2020-06-18,MA,MA,23,30
3289,2020-06-19,2020-06-19,MA,MA,21,47
3290,2020-06-20,2020-06-20,MA,MA,24,0
3291,2020-06-21,2020-06-21,MA,MA,26,36
3292,2020-06-22,2020-06-22,MA,MA,34,30
3293,2020-06-23,2020-06-23,MA,MA,24,44
3294,2020-06-24,2020-06-24,MA,MA,29,0
3295,2020-06-25,2020-06-25,MA,MA,38,60
3296,2020-06-26,2020-06-26,MA,MA,39,31
3297,2020-06-27,2020-06-27,MA,MA,42,0
3298,2020-06-28,2020-06-28,MA,MA,48,33
3299,2020-06-29,2020-06-29,MA,MA,42,29
3300,2020-06-30,2020-06-30,MA,MA,47,0
3301,2020-07-01,2020-07-01,MA,MA,41,30
3302,2020-07-02,2020-07-02,MA,MA,40,31
3303,2020-07-03,2020-07-03,MA,MA,56,67
3304,2020-07-04,2020-07-04,MA,MA,39,39
3305,2020-07-05,2020-07-05,MA,MA,44,0
3306,2020-07-06,2020-07-06,MA,MA,63,46
3307,2020-07-07,2020-07-07,MA,MA,57,46
3308,2020-07-08,2020-07-08,MA,MA,51,46
3309,2020-07-09,2020-07-09,MA,MA,44,31
3310,2020-07-10,2020-07-10,MA,MA,40,31
3311,2020-07-11,2020-07-11,MA,MA,48,53
3312,2020-07-12,2020-07-12,MA,MA,47,36
3313,2020-07-13,2020-07-13,MA,MA,49,30
3314,2020-07-14,2020-07-14,MA,MA,53,59
3315,2020-07-15,2020-07-15,MA,MA,35,31
3316,2020-07-16,2020-07-16,MA,MA,52,79
3317,2020-07-17,2020-07-17,MA,MA,53,0
3318,2020-07-18,2020-07-18,MA,MA,40,38
3319,2020-07-19,2020-07-19,MA,MA,43,0
3320,2020-07-20,2020-07-20,MA,MA,43,46
3321,2020-07-21,2020-07-21,MA,MA,42,62
3322,2020-07-22,2020-07-22,MA,MA,47,31
3323,2020-07-23,2020-07-23,MA,MA,43,30
3324,2020-07-24,2020-07-24,MA,MA,33,0
3325,2020-07-25,2020-07-25,MA,MA,40,0
3326,2020-07-26,2020-07-26,MA,MA,39,75
3327,2020-07-27,2020-07-27,MA,MA,51,93
3328,2020-07-28,2020-07-28,MA,MA,39,91
3329,2020-07-29,2020-07-29,MA,MA,41,93
3330,2020-07-30,2020-07-30,MA,MA,46,31
3331,2020-07-31,2020-07-31,MA,MA,58,0
3332,2020-08-01,2020-08-01,MA,MA,49,0
3333,2020-08-02,2020-08-02,MA,MA,54,35
3334,2020-08-03,2020-08-03,MA,MA,53,47
3335,2020-08-04,2020-08-04,MA,MA,45,59
3336,2020-08-05,2020-08-05,MA,MA,45,31
3337,2020-08-06,2020-08-06,MA,MA,44,63
3338,2020-08-07,2020-08-07,MA,MA,52,32
3339,2020-08-08,2020-08-08,MA,MA,49,37
3340,2020-08-09,2020-08-09,MA,MA,44,73
3341,2020-08-10,2020-08-10,MA,MA,50,31
3342,2020-08-11,2020-08-11,MA,MA,43,30
3343,2020-08-12,2020-08-12,MA,MA,41,0
3344,2020-08-13,2020-08-13,MA,MA,40,31
3345,2020-08-14,2020-08-14,MA,MA,41,98
3346,2020-08-15,2020-08-15,MA,MA,45,36
3347,2020-08-16,2020-08-16,MA,MA,30,71
3348,2020-08-17,2020-08-17,MA,MA,42,94
3349,2020-08-18,2020-08-18,MA,MA,34,31
3350,2020-08-19,2020-08-19,MA,MA,53,0
3351,2020-08-20,2020-08-20,MA,MA,48,32
3352,2020-08-21,2020-08-21,MA,MA,39,0
3353,2020-08-22,2020-08-22,MA,MA,28,0
3354,2020-08-23,2020-08-23,MA,MA,34,53
3355,2020-08-24,2020-08-24,MA,MA,42,30
3356,2020-08-25,2020-08-25,MA,MA,31,30
3357,2020-08-26,2020-08-26,MA,MA,30,0
3358,2020-08-27,2020-08-27,MA,MA,49,0
3359,2020-08-28,2020-08-28,MA,MA,30,65
3360,2020-08-29,2020-08-29,MA,MA,36,0
3361,2020-08-30,2020-08-30,MA,MA,40,35
3362,2020-08-31,2020-08-31,MA,MA,35,30
3363,2020-09-01,2020-09-01,MA,MA,38,0
3364,2020-09-02,2020-09-02,MA,MA,29,29
3365,2020-09-03,2020-09-03,MA,MA,23,59
3366,2020-09-04,2020-09-04,MA,MA,32,48
3367,2020-09-05,2020-09-05,MA,MA,38,37
3368,2020-09-06,2020-09-06,MA,MA,44,0
3369,2020-09-07,2020-09-07,MA,MA,38,0
3370,2020-09-08,2020-09-08,MA,MA,37,29
3371,2020-09-09,2020-09-09,MA,MA,31,45
3372,2020-09-10,2020-09-10,MA,MA,41,29
3373,2020-09-11,2020-09-11,MA,MA,23,30
3374,2020-09-12,2020-09-12,MA,MA,27,0
3375,2020-09-13,2020-09-13,MA,MA,35,34
3376,2020-09-14,2020-09-14,MA,MA,37,29
3377,2020-09-15,2020-09-15,MA,MA,37,29
3378,2020-09-16,2020-09-16,MA,MA,34,29
3379,2020-09-17,2020-09-17,MA,MA,34,56
3380,2020-09-18,2020-09-18,MA,MA,40,0
3381,2020-09-19,2020-09-19,MA,MA,31,36
3382,2020-09-20,2020-09-20,MA,MA,34,34
3383,2020-09-21,2020-09-21,MA,MA,51,27
3384,2020-09-22,2020-09-22,MA,MA,47,0
3385,2020-09-23,2020-09-23,MA,MA,39,28
3386,2020-09-24,2020-09-24,MA,MA,37,28
3387,2020-09-25,2020-09-25,MA,MA,39,0
3388,2020-09-26,2020-09-26,MA,MA,36,39
3389,2020-09-27,2020-09-27,MA,MA,40,71
3390,2020-09-28,2020-09-28,MA,MA,37,30
3391,2020-09-29,2020-09-29,MA,MA,46,30
3392,2020-09-30,2020-09-30,MA,MA,27,0
3393,2020-10-01,2020-10-01,MA,MA,39,0
3394,2020-10-02,2020-10-02,MA,MA,75,63
3395,2020-10-03,2020-10-03,MA,MA,72,39
3396,2020-10-04,2020-10-04,MA,MA,61,0
3397,2020-10-05,2020-10-05,MA,MA,53,46
3398,2020-10-06,2020-10-06,MA,MA,68,31
3399,2020-10-07,2020-10-07,MA,MA,46,46
3400,2020-03-22,2020-03-22,MI,MI,98,27
3401,2020-03-23,2020-03-23,MI,MI,91,44
3402,2020-03-24,2020-03-24,MI,MI,91,33
3403,2020-03-25,2020-03-25,MI,MI,86,100
3404,2020-03-26,2020-03-26,MI,MI,100,41
3405,2020-03-27,2020-03-27,MI,MI,90,63
3406,2020-03-28,2020-03-28,MI,MI,90,43
3407,2020-03-29,2020-03-29,MI,MI,87,60
3408,2020-03-30,2020-03-30,MI,MI,96,39
3409,2020-03-31,2020-03-31,MI,MI,77,62
3410,2020-04-01,2020-04-01,MI,MI,92,70
3411,2020-04-02,2020-04-02,MI,MI,71,38
3412,2020-04-03,2020-04-03,MI,MI,65,71
3413,2020-04-04,2020-04-04,MI,MI,68,37
3414,2020-04-05,2020-04-05,MI,MI,66,87
3415,2020-04-06,2020-04-06,MI,MI,60,25
3416,2020-04-07,2020-04-07,MI,MI,63,60
3417,2020-04-08,2020-04-08,MI,MI,52,62
3418,2020-04-09,2020-04-09,MI,MI,49,47
3419,2020-04-10,2020-04-10,MI,MI,39,36
3420,2020-04-11,2020-04-11,MI,MI,40,0
3421,2020-04-12,2020-04-12,MI,MI,48,0
3422,2020-04-13,2020-04-13,MI,MI,40,0
3423,2020-04-14,2020-04-14,MI,MI,35,45
3424,2020-04-15,2020-04-15,MI,MI,33,33
3425,2020-04-16,2020-04-16,MI,MI,40,23
3426,2020-04-17,2020-04-17,MI,MI,34,45
3427,2020-04-18,2020-04-18,MI,MI,39,25
3428,2020-04-19,2020-04-19,MI,MI,30,26
3429,2020-04-20,2020-04-20,MI,MI,28,47
3430,2020-04-21,2020-04-21,MI,MI,33,36
3431,2020-04-22,2020-04-22,MI,MI,35,56
3432,2020-04-23,2020-04-23,MI,MI,31,35
3433,2020-04-24,2020-04-24,MI,MI,29,48
3434,2020-04-25,2020-04-25,MI,MI,36,44
3435,2020-04-26,2020-04-26,MI,MI,38,28
3436,2020-04-27,2020-04-27,MI,MI,41,24
3437,2020-04-28,2020-04-28,MI,MI,29,25
3438,2020-04-29,2020-04-29,MI,MI,31,35
3439,2020-04-30,2020-04-30,MI,MI,24,35
3440,2020-05-01,2020-05-01,MI,MI,25,43
3441,2020-05-02,2020-05-02,MI,MI,25,38
3442,2020-05-03,2020-05-03,MI,MI,21,60
3443,2020-05-04,2020-05-04,MI,MI,37,25
3444,2020-05-05,2020-05-05,MI,MI,30,46
3445,2020-05-06,2020-05-06,MI,MI,31,50
3446,2020-05-07,2020-05-07,MI,MI,32,50
3447,2020-05-08,2020-05-08,MI,MI,31,23
3448,2020-05-09,2020-05-09,MI,MI,22,25
3449,2020-05-10,2020-05-10,MI,MI,30,26
3450,2020-05-11,2020-05-11,MI,MI,39,24
3451,2020-05-12,2020-05-12,MI,MI,22,38
3452,2020-05-13,2020-05-13,MI,MI,25,25
3453,2020-05-14,2020-05-14,MI,MI,27,24
3454,2020-05-15,2020-05-15,MI,MI,27,50
3455,2020-05-16,2020-05-16,MI,MI,26,29
3456,2020-05-17,2020-05-17,MI,MI,30,27
3457,2020-05-18,2020-05-18,MI,MI,22,24
3458,2020-05-19,2020-05-19,MI,MI,18,24
3459,2020-05-20,2020-05-20,MI,MI,20,37
3460,2020-05-21,2020-05-21,MI,MI,25,35
3461,2020-05-22,2020-05-22,MI,MI,23,26
3462,2020-05-23,2020-05-23,MI,MI,22,0
3463,2020-05-24,2020-05-24,MI,MI,28,31
3464,2020-05-25,2020-05-25,MI,MI,15,0
3465,2020-05-26,2020-05-26,MI,MI,18,37
3466,2020-05-27,2020-05-27,MI,MI,19,24
3467,2020-05-28,2020-05-28,MI,MI,26,24
3468,2020-05-29,2020-05-29,MI,MI,28,25
3469,2020-05-30,2020-05-30,MI,MI,21,29
3470,2020-05-31,2020-05-31,MI,MI,27,0
3471,2020-06-01,2020-06-01,MI,MI,22,41
3472,2020-06-02,2020-06-02,MI,MI,24,25
3473,2020-06-03,2020-06-03,MI,MI,15,0
3474,2020-06-04,2020-06-04,MI,MI,19,24
3475,2020-06-05,2020-06-05,MI,MI,21,25
3476,2020-06-06,2020-06-06,MI,MI,14,0
3477,2020-06-07,2020-06-07,MI,MI,22,30
3478,2020-06-08,2020-06-08,MI,MI,24,36
3479,2020-06-09,2020-06-09,MI,MI,24,24
3480,2020-06-10,2020-06-10,MI,MI,17,24
3481,2020-06-11,2020-06-11,MI,MI,16,38
3482,2020-06-12,2020-06-12,MI,MI,13,27
3483,2020-06-13,2020-06-13,MI,MI,19,0
3484,2020-06-14,2020-06-14,MI,MI,16,30
3485,2020-06-15,2020-06-15,MI,MI,21,26
3486,2020-06-16,2020-06-16,MI,MI,22,25
3487,2020-06-17,2020-06-17,MI,MI,24,26
3488,2020-06-18,2020-06-18,MI,MI,23,52
3489,2020-06-19,2020-06-19,MI,MI,16,40
3490,2020-06-20,2020-06-20,MI,MI,15,30
3491,2020-06-21,2020-06-21,MI,MI,20,45
3492,2020-06-22,2020-06-22,MI,MI,22,38
3493,2020-06-23,2020-06-23,MI,MI,30,37
3494,2020-06-24,2020-06-24,MI,MI,35,26
3495,2020-06-25,2020-06-25,MI,MI,34,39
3496,2020-06-26,2020-06-26,MI,MI,44,35
3497,2020-06-27,2020-06-27,MI,MI,42,29
3498,2020-06-28,2020-06-28,MI,MI,45,29
3499,2020-06-29,2020-06-29,MI,MI,39,26
3500,2020-06-30,2020-06-30,MI,MI,58,27
3501,2020-07-01,2020-07-01,MI,MI,49,53
3502,2020-07-02,2020-07-02,MI,MI,56,0
3503,2020-07-03,2020-07-03,MI,MI,54,0
3504,2020-07-04,2020-07-04,MI,MI,56,49
3505,2020-07-05,2020-07-05,MI,MI,42,64
3506,2020-07-06,2020-07-06,MI,MI,56,34
3507,2020-07-07,2020-07-07,MI,MI,63,64
3508,2020-07-08,2020-07-08,MI,MI,60,35
3509,2020-07-09,2020-07-09,MI,MI,68,52
3510,2020-07-10,2020-07-10,MI,MI,57,0
3511,2020-07-11,2020-07-11,MI,MI,66,60
3512,2020-07-12,2020-07-12,MI,MI,55,30
3513,2020-07-13,2020-07-13,MI,MI,77,43
3514,2020-07-14,2020-07-14,MI,MI,61,26
3515,2020-07-15,2020-07-15,MI,MI,64,35
3516,2020-07-16,2020-07-16,MI,MI,56,35
3517,2020-07-17,2020-07-17,MI,MI,49,56
3518,2020-07-18,2020-07-18,MI,MI,56,31
3519,2020-07-19,2020-07-19,MI,MI,43,0
3520,2020-07-20,2020-07-20,MI,MI,54,53
3521,2020-07-21,2020-07-21,MI,MI,40,45
3522,2020-07-22,2020-07-22,MI,MI,42,26
3523,2020-07-23,2020-07-23,MI,MI,47,27
3524,2020-07-24,2020-07-24,MI,MI,34,56
3525,2020-07-25,2020-07-25,MI,MI,40,31
3526,2020-07-26,2020-07-26,MI,MI,44,46
3527,2020-07-27,2020-07-27,MI,MI,57,26
3528,2020-07-28,2020-07-28,MI,MI,54,36
3529,2020-07-29,2020-07-29,MI,MI,55,0
3530,2020-07-30,2020-07-30,MI,MI,44,27
3531,2020-07-31,2020-07-31,MI,MI,53,40
3532,2020-08-01,2020-08-01,MI,MI,41,43
3533,2020-08-02,2020-08-02,MI,MI,47,83
3534,2020-08-03,2020-08-03,MI,MI,58,51
3535,2020-08-04,2020-08-04,MI,MI,58,26
3536,2020-08-05,2020-08-05,MI,MI,51,0
3537,2020-08-06,2020-08-06,MI,MI,62,28
3538,2020-08-07,2020-08-07,MI,MI,46,43
3539,2020-08-08,2020-08-08,MI,MI,36,95
3540,2020-08-09,2020-08-09,MI,MI,70,63
3541,2020-08-10,2020-08-10,MI,MI,52,27
3542,2020-08-11,2020-08-11,MI,MI,58,45
3543,2020-08-12,2020-08-12,MI,MI,39,28
3544,2020-08-13,2020-08-13,MI,MI,51,42
3545,2020-08-14,2020-08-14,MI,MI,30,57
3546,2020-08-15,2020-08-15,MI,MI,40,0
3547,2020-08-16,2020-08-16,MI,MI,37,32
3548,2020-08-17,2020-08-17,MI,MI,39,28
3549,2020-08-18,2020-08-18,MI,MI,33,27
3550,2020-08-19,2020-08-19,MI,MI,43,27
3551,2020-08-20,2020-08-20,MI,MI,30,0
3552,2020-08-21,2020-08-21,MI,MI,37,29
3553,2020-08-22,2020-08-22,MI,MI,34,65
3554,2020-08-23,2020-08-23,MI,MI,31,32
3555,2020-08-24,2020-08-24,MI,MI,30,27
3556,2020-08-25,2020-08-25,MI,MI,41,36
3557,2020-08-26,2020-08-26,MI,MI,41,27
3558,2020-08-27,2020-08-27,MI,MI,30,54
3559,2020-08-28,2020-08-28,MI,MI,31,27
3560,2020-08-29,2020-08-29,MI,MI,30,45
3561,2020-08-30,2020-08-30,MI,MI,36,62
3562,2020-08-31,2020-08-31,MI,MI,41,26
3563,2020-09-01,2020-09-01,MI,MI,44,24
3564,2020-09-02,2020-09-02,MI,MI,29,24
3565,2020-09-03,2020-09-03,MI,MI,47,37
3566,2020-09-04,2020-09-04,MI,MI,41,28
3567,2020-09-05,2020-09-05,MI,MI,30,63
3568,2020-09-06,2020-09-06,MI,MI,28,31
3569,2020-09-07,2020-09-07,MI,MI,34,29
3570,2020-09-08,2020-09-08,MI,MI,41,24
3571,2020-09-09,2020-09-09,MI,MI,33,0
3572,2020-09-10,2020-09-10,MI,MI,36,50
3573,2020-09-11,2020-09-11,MI,MI,43,26
3574,2020-09-12,2020-09-12,MI,MI,31,30
3575,2020-09-13,2020-09-13,MI,MI,38,59
3576,2020-09-14,2020-09-14,MI,MI,37,25
