,date,date,State,State,covid symptoms,do i have covid
7390,2020-09-28,2020-09-28,TN,TN,29,24
7391,2020-09-29,2020-09-29,TN,TN,37,50
7392,2020-09-30,2020-09-30,TN,TN,30,38
7393,2020-10-01,2020-10-01,TN,TN,23,0
7394,2020-10-02,2020-10-02,TN,TN,58,52
7395,2020-10-03,2020-10-03,TN,TN,58,30
7396,2020-10-04,2020-10-04,TN,TN,39,30
7397,2020-10-05,2020-10-05,TN,TN,59,0
7398,2020-10-06,2020-10-06,TN,TN,48,26
7399,2020-10-07,2020-10-07,TN,TN,68,52
7400,2020-03-22,2020-03-22,TX,TX,67,26
7401,2020-03-23,2020-03-23,TX,TX,63,21
7402,2020-03-24,2020-03-24,TX,TX,55,38
7403,2020-03-25,2020-03-25,TX,TX,61,17
7404,2020-03-26,2020-03-26,TX,TX,54,50
7405,2020-03-27,2020-03-27,TX,TX,55,27
7406,2020-03-28,2020-03-28,TX,TX,45,13
7407,2020-03-29,2020-03-29,TX,TX,51,45
7408,2020-03-30,2020-03-30,TX,TX,53,31
7409,2020-03-31,2020-03-31,TX,TX,51,26
7410,2020-04-01,2020-04-01,TX,TX,58,32
7411,2020-04-02,2020-04-02,TX,TX,49,42
7412,2020-04-03,2020-04-03,TX,TX,49,47
7413,2020-04-04,2020-04-04,TX,TX,44,31
7414,2020-04-05,2020-04-05,TX,TX,47,37
7415,2020-04-06,2020-04-06,TX,TX,47,32
7416,2020-04-07,2020-04-07,TX,TX,40,27
7417,2020-04-08,2020-04-08,TX,TX,35,38
7418,2020-04-09,2020-04-09,TX,TX,31,16
7419,2020-04-10,2020-04-10,TX,TX,33,0
7420,2020-04-11,2020-04-11,TX,TX,32,12
7421,2020-04-12,2020-04-12,TX,TX,25,19
7422,2020-04-13,2020-04-13,TX,TX,26,22
7423,2020-04-14,2020-04-14,TX,TX,25,21
7424,2020-04-15,2020-04-15,TX,TX,25,26
7425,2020-04-16,2020-04-16,TX,TX,21,31
7426,2020-04-17,2020-04-17,TX,TX,21,10
7427,2020-04-18,2020-04-18,TX,TX,20,18
7428,2020-04-19,2020-04-19,TX,TX,23,18
7429,2020-04-20,2020-04-20,TX,TX,18,52
7430,2020-04-21,2020-04-21,TX,TX,21,37
7431,2020-04-22,2020-04-22,TX,TX,27,42
7432,2020-04-23,2020-04-23,TX,TX,21,10
7433,2020-04-24,2020-04-24,TX,TX,16,10
7434,2020-04-25,2020-04-25,TX,TX,20,30
7435,2020-04-26,2020-04-26,TX,TX,21,31
7436,2020-04-27,2020-04-27,TX,TX,27,10
7437,2020-04-28,2020-04-28,TX,TX,27,26
7438,2020-04-29,2020-04-29,TX,TX,22,26
7439,2020-04-30,2020-04-30,TX,TX,22,21
7440,2020-05-01,2020-05-01,TX,TX,20,11
7441,2020-05-02,2020-05-02,TX,TX,20,24
7442,2020-05-03,2020-05-03,TX,TX,16,25
7443,2020-05-04,2020-05-04,TX,TX,18,21
7444,2020-05-05,2020-05-05,TX,TX,21,20
7445,2020-05-06,2020-05-06,TX,TX,22,26
7446,2020-05-07,2020-05-07,TX,TX,18,21
7447,2020-05-08,2020-05-08,TX,TX,21,32
7448,2020-05-09,2020-05-09,TX,TX,19,12
7449,2020-05-10,2020-05-10,TX,TX,21,51
7450,2020-05-11,2020-05-11,TX,TX,19,22
7451,2020-05-12,2020-05-12,TX,TX,20,32
7452,2020-05-13,2020-05-13,TX,TX,21,11
7453,2020-05-14,2020-05-14,TX,TX,22,11
7454,2020-05-15,2020-05-15,TX,TX,22,11
7455,2020-05-16,2020-05-16,TX,TX,16,30
7456,2020-05-17,2020-05-17,TX,TX,20,12
7457,2020-05-18,2020-05-18,TX,TX,20,22
7458,2020-05-19,2020-05-19,TX,TX,18,22
7459,2020-05-20,2020-05-20,TX,TX,20,11
7460,2020-05-21,2020-05-21,TX,TX,18,16
7461,2020-05-22,2020-05-22,TX,TX,21,39
7462,2020-05-23,2020-05-23,TX,TX,18,19
7463,2020-05-24,2020-05-24,TX,TX,18,38
7464,2020-05-25,2020-05-25,TX,TX,21,30
7465,2020-05-26,2020-05-26,TX,TX,22,17
7466,2020-05-27,2020-05-27,TX,TX,19,22
7467,2020-05-28,2020-05-28,TX,TX,19,28
7468,2020-05-29,2020-05-29,TX,TX,18,35
7469,2020-05-30,2020-05-30,TX,TX,19,13
7470,2020-05-31,2020-05-31,TX,TX,19,13
7471,2020-06-01,2020-06-01,TX,TX,17,17
7472,2020-06-02,2020-06-02,TX,TX,17,28
7473,2020-06-03,2020-06-03,TX,TX,16,32
7474,2020-06-04,2020-06-04,TX,TX,19,22
7475,2020-06-05,2020-06-05,TX,TX,19,33
7476,2020-06-06,2020-06-06,TX,TX,22,13
7477,2020-06-07,2020-06-07,TX,TX,22,13
7478,2020-06-08,2020-06-08,TX,TX,21,11
7479,2020-06-09,2020-06-09,TX,TX,22,32
7480,2020-06-10,2020-06-10,TX,TX,27,28
7481,2020-06-11,2020-06-11,TX,TX,30,17
7482,2020-06-12,2020-06-12,TX,TX,36,35
7483,2020-06-13,2020-06-13,TX,TX,36,39
7484,2020-06-14,2020-06-14,TX,TX,37,40
7485,2020-06-15,2020-06-15,TX,TX,53,17
7486,2020-06-16,2020-06-16,TX,TX,57,50
7487,2020-06-17,2020-06-17,TX,TX,71,40
7488,2020-06-18,2020-06-18,TX,TX,73,34
7489,2020-06-19,2020-06-19,TX,TX,63,76
7490,2020-06-20,2020-06-20,TX,TX,49,39
7491,2020-06-21,2020-06-21,TX,TX,38,47
7492,2020-06-22,2020-06-22,TX,TX,64,52
7493,2020-06-23,2020-06-23,TX,TX,76,45
7494,2020-06-24,2020-06-24,TX,TX,76,57
7495,2020-06-25,2020-06-25,TX,TX,87,40
7496,2020-06-26,2020-06-26,TX,TX,97,53
7497,2020-06-27,2020-06-27,TX,TX,91,45
7498,2020-06-28,2020-06-28,TX,TX,94,58
7499,2020-06-29,2020-06-29,TX,TX,100,58
7500,2020-06-30,2020-06-30,TX,TX,92,87
7501,2020-07-01,2020-07-01,TX,TX,96,82
7502,2020-07-02,2020-07-02,TX,TX,87,59
7503,2020-07-03,2020-07-03,TX,TX,86,43
7504,2020-07-04,2020-07-04,TX,TX,81,48
7505,2020-07-05,2020-07-05,TX,TX,76,57
7506,2020-07-06,2020-07-06,TX,TX,87,69
7507,2020-07-07,2020-07-07,TX,TX,93,23
7508,2020-07-08,2020-07-08,TX,TX,78,99
7509,2020-07-09,2020-07-09,TX,TX,76,100
7510,2020-07-10,2020-07-10,TX,TX,71,30
7511,2020-07-11,2020-07-11,TX,TX,74,66
7512,2020-07-12,2020-07-12,TX,TX,68,100
7513,2020-07-13,2020-07-13,TX,TX,70,17
7514,2020-07-14,2020-07-14,TX,TX,68,29
7515,2020-07-15,2020-07-15,TX,TX,71,59
7516,2020-07-16,2020-07-16,TX,TX,57,83
7517,2020-07-17,2020-07-17,TX,TX,55,55
7518,2020-07-18,2020-07-18,TX,TX,45,54
7519,2020-07-19,2020-07-19,TX,TX,46,55
7520,2020-07-20,2020-07-20,TX,TX,48,42
7521,2020-07-21,2020-07-21,TX,TX,39,60
7522,2020-07-22,2020-07-22,TX,TX,42,60
7523,2020-07-23,2020-07-23,TX,TX,40,73
7524,2020-07-24,2020-07-24,TX,TX,38,37
7525,2020-07-25,2020-07-25,TX,TX,40,27
7526,2020-07-26,2020-07-26,TX,TX,35,34
7527,2020-07-27,2020-07-27,TX,TX,43,25
7528,2020-07-28,2020-07-28,TX,TX,40,24
7529,2020-07-29,2020-07-29,TX,TX,44,72
7530,2020-07-30,2020-07-30,TX,TX,37,42
7531,2020-07-31,2020-07-31,TX,TX,32,37
7532,2020-08-01,2020-08-01,TX,TX,34,33
7533,2020-08-02,2020-08-02,TX,TX,33,14
7534,2020-08-03,2020-08-03,TX,TX,38,48
7535,2020-08-04,2020-08-04,TX,TX,31,41
7536,2020-08-05,2020-08-05,TX,TX,33,12
7537,2020-08-06,2020-08-06,TX,TX,39,30
7538,2020-08-07,2020-08-07,TX,TX,34,25
7539,2020-08-08,2020-08-08,TX,TX,35,27
7540,2020-08-09,2020-08-09,TX,TX,35,27
7541,2020-08-10,2020-08-10,TX,TX,38,36
7542,2020-08-11,2020-08-11,TX,TX,32,18
7543,2020-08-12,2020-08-12,TX,TX,29,41
7544,2020-08-13,2020-08-13,TX,TX,25,29
7545,2020-08-14,2020-08-14,TX,TX,28,18
7546,2020-08-15,2020-08-15,TX,TX,28,54
7547,2020-08-16,2020-08-16,TX,TX,29,27
7548,2020-08-17,2020-08-17,TX,TX,27,23
7549,2020-08-18,2020-08-18,TX,TX,25,55
7550,2020-08-19,2020-08-19,TX,TX,29,27
7551,2020-08-20,2020-08-20,TX,TX,20,33
7552,2020-08-21,2020-08-21,TX,TX,30,28
7553,2020-08-22,2020-08-22,TX,TX,17,13
7554,2020-08-23,2020-08-23,TX,TX,23,27
7555,2020-08-24,2020-08-24,TX,TX,23,21
7556,2020-08-25,2020-08-25,TX,TX,22,26
7557,2020-08-26,2020-08-26,TX,TX,22,21
7558,2020-08-27,2020-08-27,TX,TX,17,21
7559,2020-08-28,2020-08-28,TX,TX,20,27
7560,2020-08-29,2020-08-29,TX,TX,25,13
7561,2020-08-30,2020-08-30,TX,TX,26,66
7562,2020-08-31,2020-08-31,TX,TX,26,41
7563,2020-09-01,2020-09-01,TX,TX,27,26
7564,2020-09-02,2020-09-02,TX,TX,19,10
7565,2020-09-03,2020-09-03,TX,TX,25,10
7566,2020-09-04,2020-09-04,TX,TX,24,31
7567,2020-09-05,2020-09-05,TX,TX,21,20
7568,2020-09-06,2020-09-06,TX,TX,25,13
7569,2020-09-07,2020-09-07,TX,TX,22,12
7570,2020-09-08,2020-09-08,TX,TX,28,25
7571,2020-09-09,2020-09-09,TX,TX,23,30
7572,2020-09-10,2020-09-10,TX,TX,21,10
7573,2020-09-11,2020-09-11,TX,TX,25,11
7574,2020-09-12,2020-09-12,TX,TX,23,26
7575,2020-09-13,2020-09-13,TX,TX,20,32
7576,2020-09-14,2020-09-14,TX,TX,30,20
7577,2020-09-15,2020-09-15,TX,TX,23,21
7578,2020-09-16,2020-09-16,TX,TX,22,10
7579,2020-09-17,2020-09-17,TX,TX,24,16
7580,2020-09-18,2020-09-18,TX,TX,21,21
7581,2020-09-19,2020-09-19,TX,TX,26,13
7582,2020-09-20,2020-09-20,TX,TX,22,26
7583,2020-09-21,2020-09-21,TX,TX,28,51
7584,2020-09-22,2020-09-22,TX,TX,22,10
7585,2020-09-23,2020-09-23,TX,TX,23,36
7586,2020-09-24,2020-09-24,TX,TX,22,10
7587,2020-09-25,2020-09-25,TX,TX,24,12
7588,2020-09-26,2020-09-26,TX,TX,26,35
7589,2020-09-27,2020-09-27,TX,TX,23,14
7590,2020-09-28,2020-09-28,TX,TX,31,23
7591,2020-09-29,2020-09-29,TX,TX,27,23
7592,2020-09-30,2020-09-30,TX,TX,31,17
7593,2020-10-01,2020-10-01,TX,TX,27,40
7594,2020-10-02,2020-10-02,TX,TX,40,29
7595,2020-10-03,2020-10-03,TX,TX,35,14
7596,2020-10-04,2020-10-04,TX,TX,39,14
7597,2020-10-05,2020-10-05,TX,TX,36,29
7598,2020-10-06,2020-10-06,TX,TX,35,34
7599,2020-10-07,2020-10-07,TX,TX,34,35
7600,2020-03-22,2020-03-22,VT,VT,55,0
7601,2020-03-23,2020-03-23,VT,VT,42,0
7602,2020-03-24,2020-03-24,VT,VT,55,71
7603,2020-03-25,2020-03-25,VT,VT,66,0
7604,2020-03-26,2020-03-26,VT,VT,37,74
7605,2020-03-27,2020-03-27,VT,VT,35,0
7606,2020-03-28,2020-03-28,VT,VT,43,0
7607,2020-03-29,2020-03-29,VT,VT,40,0
7608,2020-03-30,2020-03-30,VT,VT,69,0
7609,2020-03-31,2020-03-31,VT,VT,54,0
7610,2020-04-01,2020-04-01,VT,VT,53,0
7611,2020-04-02,2020-04-02,VT,VT,43,69
7612,2020-04-03,2020-04-03,VT,VT,53,0
7613,2020-04-04,2020-04-04,VT,VT,22,0
7614,2020-04-05,2020-04-05,VT,VT,42,0
7615,2020-04-06,2020-04-06,VT,VT,45,0
7616,2020-04-07,2020-04-07,VT,VT,28,0
7617,2020-04-08,2020-04-08,VT,VT,54,0
7618,2020-04-09,2020-04-09,VT,VT,17,0
7619,2020-04-10,2020-04-10,VT,VT,70,0
7620,2020-04-11,2020-04-11,VT,VT,30,0
7621,2020-04-12,2020-04-12,VT,VT,31,0
7622,2020-04-13,2020-04-13,VT,VT,17,0
7623,2020-04-14,2020-04-14,VT,VT,18,0
7624,2020-04-15,2020-04-15,VT,VT,17,0
7625,2020-04-16,2020-04-16,VT,VT,50,0
7626,2020-04-17,2020-04-17,VT,VT,17,0
7627,2020-04-18,2020-04-18,VT,VT,0,0
7628,2020-04-19,2020-04-19,VT,VT,21,0
7629,2020-04-20,2020-04-20,VT,VT,18,0
7630,2020-04-21,2020-04-21,VT,VT,17,0
7631,2020-04-22,2020-04-22,VT,VT,54,71
7632,2020-04-23,2020-04-23,VT,VT,18,0
7633,2020-04-24,2020-04-24,VT,VT,46,0
7634,2020-04-25,2020-04-25,VT,VT,23,0
7635,2020-04-26,2020-04-26,VT,VT,40,0
7636,2020-04-27,2020-04-27,VT,VT,67,0
7637,2020-04-28,2020-04-28,VT,VT,18,0
7638,2020-04-29,2020-04-29,VT,VT,46,0
7639,2020-04-30,2020-04-30,VT,VT,33,65
7640,2020-05-01,2020-05-01,VT,VT,0,0
7641,2020-05-02,2020-05-02,VT,VT,24,0
7642,2020-05-03,2020-05-03,VT,VT,47,0
7643,2020-05-04,2020-05-04,VT,VT,34,0
7644,2020-05-05,2020-05-05,VT,VT,17,0
7645,2020-05-06,2020-05-06,VT,VT,0,0
7646,2020-05-07,2020-05-07,VT,VT,18,0
7647,2020-05-08,2020-05-08,VT,VT,36,0
7648,2020-05-09,2020-05-09,VT,VT,20,0
7649,2020-05-10,2020-05-10,VT,VT,0,0
7650,2020-05-11,2020-05-11,VT,VT,0,0
7651,2020-05-12,2020-05-12,VT,VT,36,0
7652,2020-05-13,2020-05-13,VT,VT,0,0
7653,2020-05-14,2020-05-14,VT,VT,29,0
7654,2020-05-15,2020-05-15,VT,VT,18,71
7655,2020-05-16,2020-05-16,VT,VT,22,0
7656,2020-05-17,2020-05-17,VT,VT,23,0
7657,2020-05-18,2020-05-18,VT,VT,37,0
7658,2020-05-19,2020-05-19,VT,VT,19,0
7659,2020-05-20,2020-05-20,VT,VT,59,0
7660,2020-05-21,2020-05-21,VT,VT,0,0
7661,2020-05-22,2020-05-22,VT,VT,0,0
7662,2020-05-23,2020-05-23,VT,VT,0,0
7663,2020-05-24,2020-05-24,VT,VT,24,97
7664,2020-05-25,2020-05-25,VT,VT,0,0
7665,2020-05-26,2020-05-26,VT,VT,19,0
7666,2020-05-27,2020-05-27,VT,VT,36,0
7667,2020-05-28,2020-05-28,VT,VT,38,0
7668,2020-05-29,2020-05-29,VT,VT,18,72
7669,2020-05-30,2020-05-30,VT,VT,0,0
7670,2020-05-31,2020-05-31,VT,VT,21,0
7671,2020-06-01,2020-06-01,VT,VT,19,75
7672,2020-06-02,2020-06-02,VT,VT,0,0
7673,2020-06-03,2020-06-03,VT,VT,17,0
7674,2020-06-04,2020-06-04,VT,VT,18,0
7675,2020-06-05,2020-06-05,VT,VT,19,0
7676,2020-06-06,2020-06-06,VT,VT,33,0
7677,2020-06-07,2020-06-07,VT,VT,22,0
7678,2020-06-08,2020-06-08,VT,VT,18,0
7679,2020-06-09,2020-06-09,VT,VT,18,0
7680,2020-06-10,2020-06-10,VT,VT,28,75
7681,2020-06-11,2020-06-11,VT,VT,19,0
7682,2020-06-12,2020-06-12,VT,VT,42,0
7683,2020-06-13,2020-06-13,VT,VT,23,0
7684,2020-06-14,2020-06-14,VT,VT,34,0
7685,2020-06-15,2020-06-15,VT,VT,0,0
7686,2020-06-16,2020-06-16,VT,VT,30,0
7687,2020-06-17,2020-06-17,VT,VT,42,0
7688,2020-06-18,2020-06-18,VT,VT,42,0
7689,2020-06-19,2020-06-19,VT,VT,21,0
7690,2020-06-20,2020-06-20,VT,VT,35,0
7691,2020-06-21,2020-06-21,VT,VT,24,0
7692,2020-06-22,2020-06-22,VT,VT,20,0
7693,2020-06-23,2020-06-23,VT,VT,30,0
7694,2020-06-24,2020-06-24,VT,VT,30,0
7695,2020-06-25,2020-06-25,VT,VT,31,0
7696,2020-06-26,2020-06-26,VT,VT,0,0
7697,2020-06-27,2020-06-27,VT,VT,46,0
7698,2020-06-28,2020-06-28,VT,VT,43,0
7699,2020-06-29,2020-06-29,VT,VT,38,0
7700,2020-06-30,2020-06-30,VT,VT,60,77
7701,2020-07-01,2020-07-01,VT,VT,20,0
7702,2020-07-02,2020-07-02,VT,VT,63,0
7703,2020-07-03,2020-07-03,VT,VT,65,0
7704,2020-07-04,2020-07-04,VT,VT,74,0
7705,2020-07-05,2020-07-05,VT,VT,24,0
7706,2020-07-06,2020-07-06,VT,VT,21,0
7707,2020-07-07,2020-07-07,VT,VT,31,0
7708,2020-07-08,2020-07-08,VT,VT,20,0
7709,2020-07-09,2020-07-09,VT,VT,41,0
7710,2020-07-10,2020-07-10,VT,VT,42,82
7711,2020-07-11,2020-07-11,VT,VT,55,0
7712,2020-07-12,2020-07-12,VT,VT,55,0
7713,2020-07-13,2020-07-13,VT,VT,51,81
7714,2020-07-14,2020-07-14,VT,VT,29,0
7715,2020-07-15,2020-07-15,VT,VT,52,0
7716,2020-07-16,2020-07-16,VT,VT,53,0
7717,2020-07-17,2020-07-17,VT,VT,42,0
7718,2020-07-18,2020-07-18,VT,VT,24,100
7719,2020-07-19,2020-07-19,VT,VT,73,97
7720,2020-07-20,2020-07-20,VT,VT,43,0
7721,2020-07-21,2020-07-21,VT,VT,42,0
7722,2020-07-22,2020-07-22,VT,VT,30,0
7723,2020-07-23,2020-07-23,VT,VT,30,0
7724,2020-07-24,2020-07-24,VT,VT,32,85
7725,2020-07-25,2020-07-25,VT,VT,63,0
7726,2020-07-26,2020-07-26,VT,VT,47,93
7727,2020-07-27,2020-07-27,VT,VT,30,0
7728,2020-07-28,2020-07-28,VT,VT,20,0
7729,2020-07-29,2020-07-29,VT,VT,60,0
7730,2020-07-30,2020-07-30,VT,VT,40,0
7731,2020-07-31,2020-07-31,VT,VT,22,0
7732,2020-08-01,2020-08-01,VT,VT,37,0
7733,2020-08-02,2020-08-02,VT,VT,33,0
7734,2020-08-03,2020-08-03,VT,VT,29,0
7735,2020-08-04,2020-08-04,VT,VT,36,0
7736,2020-08-05,2020-08-05,VT,VT,30,81
7737,2020-08-06,2020-08-06,VT,VT,33,88
7738,2020-08-07,2020-08-07,VT,VT,33,0
7739,2020-08-08,2020-08-08,VT,VT,73,0
7740,2020-08-09,2020-08-09,VT,VT,23,0
7741,2020-08-10,2020-08-10,VT,VT,0,0
7742,2020-08-11,2020-08-11,VT,VT,39,0
7743,2020-08-12,2020-08-12,VT,VT,20,0
7744,2020-08-13,2020-08-13,VT,VT,20,80
7745,2020-08-14,2020-08-14,VT,VT,0,0
7746,2020-08-15,2020-08-15,VT,VT,24,0
7747,2020-08-16,2020-08-16,VT,VT,47,0
7748,2020-08-17,2020-08-17,VT,VT,30,0
7749,2020-08-18,2020-08-18,VT,VT,39,0
7750,2020-08-19,2020-08-19,VT,VT,21,0
7751,2020-08-20,2020-08-20,VT,VT,63,0
7752,2020-08-21,2020-08-21,VT,VT,42,0
7753,2020-08-22,2020-08-22,VT,VT,24,0
7754,2020-08-23,2020-08-23,VT,VT,34,0
7755,2020-08-24,2020-08-24,VT,VT,49,0
7756,2020-08-25,2020-08-25,VT,VT,100,0
7757,2020-08-26,2020-08-26,VT,VT,21,0
7758,2020-08-27,2020-08-27,VT,VT,50,0
7759,2020-08-28,2020-08-28,VT,VT,42,0
7760,2020-08-29,2020-08-29,VT,VT,0,0
7761,2020-08-30,2020-08-30,VT,VT,22,0
7762,2020-08-31,2020-08-31,VT,VT,20,0
7763,2020-09-01,2020-09-01,VT,VT,59,77
7764,2020-09-02,2020-09-02,VT,VT,56,0
7765,2020-09-03,2020-09-03,VT,VT,78,0
7766,2020-09-04,2020-09-04,VT,VT,0,0
7767,2020-09-05,2020-09-05,VT,VT,69,0
7768,2020-09-06,2020-09-06,VT,VT,23,0
7769,2020-09-07,2020-09-07,VT,VT,22,0
7770,2020-09-08,2020-09-08,VT,VT,37,0
7771,2020-09-09,2020-09-09,VT,VT,29,0
7772,2020-09-10,2020-09-10,VT,VT,57,0
7773,2020-09-11,2020-09-11,VT,VT,30,0
7774,2020-09-12,2020-09-12,VT,VT,24,0
7775,2020-09-13,2020-09-13,VT,VT,42,0
7776,2020-09-14,2020-09-14,VT,VT,37,0
7777,2020-09-15,2020-09-15,VT,VT,38,0
7778,2020-09-16,2020-09-16,VT,VT,40,0
7779,2020-09-17,2020-09-17,VT,VT,37,0
7780,2020-09-18,2020-09-18,VT,VT,57,0
7781,2020-09-19,2020-09-19,VT,VT,0,0
7782,2020-09-20,2020-09-20,VT,VT,22,0
7783,2020-09-21,2020-09-21,VT,VT,38,0
7784,2020-09-22,2020-09-22,VT,VT,28,73
7785,2020-09-23,2020-09-23,VT,VT,28,0
7786,2020-09-24,2020-09-24,VT,VT,38,0
7787,2020-09-25,2020-09-25,VT,VT,22,0
7788,2020-09-26,2020-09-26,VT,VT,0,0
7789,2020-09-27,2020-09-27,VT,VT,0,0
7790,2020-09-28,2020-09-28,VT,VT,20,0
7791,2020-09-29,2020-09-29,VT,VT,58,0
7792,2020-09-30,2020-09-30,VT,VT,0,0
7793,2020-10-01,2020-10-01,VT,VT,0,0
7794,2020-10-02,2020-10-02,VT,VT,41,0
7795,2020-10-03,2020-10-03,VT,VT,24,0
7796,2020-10-04,2020-10-04,VT,VT,47,0
7797,2020-10-05,2020-10-05,VT,VT,20,0
7798,2020-10-06,2020-10-06,VT,VT,41,80
7799,2020-10-07,2020-10-07,VT,VT,0,78
7800,2020-03-22,2020-03-22,VA,VA,100,0
7801,2020-03-23,2020-03-23,VA,VA,89,0
7802,2020-03-24,2020-03-24,VA,VA,79,25
7803,2020-03-25,2020-03-25,VA,VA,91,26
7804,2020-03-26,2020-03-26,VA,VA,69,26
7805,2020-03-27,2020-03-27,VA,VA,79,34
7806,2020-03-28,2020-03-28,VA,VA,79,59
7807,2020-03-29,2020-03-29,VA,VA,47,44
7808,2020-03-30,2020-03-30,VA,VA,73,24
7809,2020-03-31,2020-03-31,VA,VA,71,37
7810,2020-04-01,2020-04-01,VA,VA,61,50
7811,2020-04-02,2020-04-02,VA,VA,83,42
7812,2020-04-03,2020-04-03,VA,VA,56,76
7813,2020-04-04,2020-04-04,VA,VA,70,44
7814,2020-04-05,2020-04-05,VA,VA,57,30
7815,2020-04-06,2020-04-06,VA,VA,62,25
7816,2020-04-07,2020-04-07,VA,VA,56,35
7817,2020-04-08,2020-04-08,VA,VA,47,26
7818,2020-04-09,2020-04-09,VA,VA,50,26
7819,2020-04-10,2020-04-10,VA,VA,52,26
7820,2020-04-11,2020-04-11,VA,VA,40,30
7821,2020-04-12,2020-04-12,VA,VA,32,30
7822,2020-04-13,2020-04-13,VA,VA,35,25
7823,2020-04-14,2020-04-14,VA,VA,26,37
7824,2020-04-15,2020-04-15,VA,VA,44,24
7825,2020-04-16,2020-04-16,VA,VA,44,37
7826,2020-04-17,2020-04-17,VA,VA,24,38
7827,2020-04-18,2020-04-18,VA,VA,38,29
7828,2020-04-19,2020-04-19,VA,VA,31,29
7829,2020-04-20,2020-04-20,VA,VA,38,25
7830,2020-04-21,2020-04-21,VA,VA,25,25
7831,2020-04-22,2020-04-22,VA,VA,31,25
7832,2020-04-23,2020-04-23,VA,VA,28,0
7833,2020-04-24,2020-04-24,VA,VA,35,25
7834,2020-04-25,2020-04-25,VA,VA,35,28
7835,2020-04-26,2020-04-26,VA,VA,39,0
7836,2020-04-27,2020-04-27,VA,VA,44,50
7837,2020-04-28,2020-04-28,VA,VA,48,25
7838,2020-04-29,2020-04-29,VA,VA,33,26
7839,2020-04-30,2020-04-30,VA,VA,31,24
7840,2020-05-01,2020-05-01,VA,VA,25,25
7841,2020-05-02,2020-05-02,VA,VA,30,59
7842,2020-05-03,2020-05-03,VA,VA,22,0
7843,2020-05-04,2020-05-04,VA,VA,21,0
7844,2020-05-05,2020-05-05,VA,VA,29,0
7845,2020-05-06,2020-05-06,VA,VA,22,25
7846,2020-05-07,2020-05-07,VA,VA,34,26
7847,2020-05-08,2020-05-08,VA,VA,26,0
7848,2020-05-09,2020-05-09,VA,VA,26,0
7849,2020-05-10,2020-05-10,VA,VA,40,31
7850,2020-05-11,2020-05-11,VA,VA,32,26
7851,2020-05-12,2020-05-12,VA,VA,43,34
7852,2020-05-13,2020-05-13,VA,VA,32,26
7853,2020-05-14,2020-05-14,VA,VA,27,25
7854,2020-05-15,2020-05-15,VA,VA,30,26
7855,2020-05-16,2020-05-16,VA,VA,25,31
7856,2020-05-17,2020-05-17,VA,VA,25,0
7857,2020-05-18,2020-05-18,VA,VA,43,25
7858,2020-05-19,2020-05-19,VA,VA,35,25
7859,2020-05-20,2020-05-20,VA,VA,31,25
7860,2020-05-21,2020-05-21,VA,VA,19,0
7861,2020-05-22,2020-05-22,VA,VA,24,39
7862,2020-05-23,2020-05-23,VA,VA,28,0
7863,2020-05-24,2020-05-24,VA,VA,38,31
7864,2020-05-25,2020-05-25,VA,VA,45,30
7865,2020-05-26,2020-05-26,VA,VA,30,50
7866,2020-05-27,2020-05-27,VA,VA,28,50
7867,2020-05-28,2020-05-28,VA,VA,27,100
7868,2020-05-29,2020-05-29,VA,VA,20,26
7869,2020-05-30,2020-05-30,VA,VA,28,60
7870,2020-05-31,2020-05-31,VA,VA,24,31
7871,2020-06-01,2020-06-01,VA,VA,20,39
7872,2020-06-02,2020-06-02,VA,VA,26,26
7873,2020-06-03,2020-06-03,VA,VA,25,0
7874,2020-06-04,2020-06-04,VA,VA,30,36
7875,2020-06-05,2020-06-05,VA,VA,22,37
7876,2020-06-06,2020-06-06,VA,VA,31,29
7877,2020-06-07,2020-06-07,VA,VA,29,0
7878,2020-06-08,2020-06-08,VA,VA,24,24
7879,2020-06-09,2020-06-09,VA,VA,33,0
7880,2020-06-10,2020-06-10,VA,VA,19,26
7881,2020-06-11,2020-06-11,VA,VA,31,25
7882,2020-06-12,2020-06-12,VA,VA,31,0
7883,2020-06-13,2020-06-13,VA,VA,19,0
7884,2020-06-14,2020-06-14,VA,VA,34,0
7885,2020-06-15,2020-06-15,VA,VA,26,0
7886,2020-06-16,2020-06-16,VA,VA,41,25
7887,2020-06-17,2020-06-17,VA,VA,31,52
7888,2020-06-18,2020-06-18,VA,VA,34,27
7889,2020-06-19,2020-06-19,VA,VA,31,27
7890,2020-06-20,2020-06-20,VA,VA,27,30
7891,2020-06-21,2020-06-21,VA,VA,29,32
7892,2020-06-22,2020-06-22,VA,VA,36,27
7893,2020-06-23,2020-06-23,VA,VA,39,26
7894,2020-06-24,2020-06-24,VA,VA,48,27
7895,2020-06-25,2020-06-25,VA,VA,47,27
7896,2020-06-26,2020-06-26,VA,VA,42,57
7897,2020-06-27,2020-06-27,VA,VA,67,49
7898,2020-06-28,2020-06-28,VA,VA,41,31
7899,2020-06-29,2020-06-29,VA,VA,74,27
7900,2020-06-30,2020-06-30,VA,VA,66,28
7901,2020-07-01,2020-07-01,VA,VA,51,82
7902,2020-07-02,2020-07-02,VA,VA,52,42
7903,2020-07-03,2020-07-03,VA,VA,61,31
7904,2020-07-04,2020-07-04,VA,VA,48,34
7905,2020-07-05,2020-07-05,VA,VA,65,34
7906,2020-07-06,2020-07-06,VA,VA,79,41
